                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     40,                 1.4275,                 1.2197,                 1.1922,                0.56522,                0.63165,                0.58285,                 0.3133,                 1.6258,                 1.1401,                 1.1856,             0.00015102,             0.00015102,             0.00015102
                     41,                 1.4196,                 1.2096,                 1.1832,                0.67403,                 0.5675,                0.61555,                0.34182,                 1.6333,                 1.1303,                 1.1854,             0.00014702,             0.00014702,             0.00014702
                     42,                 1.4201,                 1.2151,                 1.1854,                0.60116,                0.66141,                0.62301,                  0.325,                  1.627,                 1.1181,                 1.1872,             0.00014302,             0.00014302,             0.00014302
                     43,                  1.416,                 1.2026,                 1.1844,                0.65835,                0.56629,                0.60067,                0.31784,                 1.6305,                 1.1204,                 1.1942,             0.00013902,             0.00013902,             0.00013902
                     44,                 1.3943,                 1.1865,                 1.1717,                0.67305,                0.60629,                0.61777,                0.32144,                 1.6641,                 1.1371,                 1.2081,             0.00013502,             0.00013502,             0.00013502
                     45,                  1.409,                 1.1894,                 1.1803,                0.57065,                0.66703,                 0.5914,                0.31455,                  1.642,                 1.1148,                 1.1957,             0.00013102,             0.00013102,             0.00013102
                     46,                 1.3954,                 1.1785,                 1.1676,                0.64831,                0.60821,                0.63257,                0.33643,                 1.6277,                 1.0977,                 1.1835,             0.00012702,             0.00012702,             0.00012702
                     47,                  1.377,                 1.1635,                 1.1659,                0.62427,                0.66173,                0.62097,                0.33374,                  1.643,                 1.1049,                 1.2005,             0.00012302,             0.00012302,             0.00012302
                     48,                 1.3846,                 1.1532,                 1.1759,                0.71486,                0.57051,                0.62469,                0.33585,                  1.653,                 1.1142,                 1.2012,             0.00011902,             0.00011902,             0.00011902
                     49,                 1.3834,                 1.1484,                 1.1759,                0.59753,                0.67453,                0.62446,                0.34834,                 1.6375,                 1.1122,                 1.1926,             0.00011502,             0.00011502,             0.00011502
                     50,                  1.375,                 1.1326,                 1.1599,                0.74202,                0.55114,                0.63885,                0.35187,                 1.6499,                 1.0882,                 1.2012,             0.00011102,             0.00011102,             0.00011102
                     51,                 1.3547,                  1.125,                 1.1523,                0.60442,                0.64809,                0.61213,                0.33528,                 1.6376,                 1.0707,                 1.2019,             0.00010702,             0.00010702,             0.00010702
                     52,                 1.3627,                 1.1226,                  1.154,                0.62351,                0.66081,                0.62071,                0.33913,                 1.6374,                 1.0881,                 1.1931,             0.00010302,             0.00010302,             0.00010302
                     53,                 1.3666,                 1.1258,                  1.167,                0.71071,                0.56857,                0.61935,                0.33354,                 1.6298,                 1.0979,                 1.1953,              9.902e-05,              9.902e-05,              9.902e-05
                     54,                 1.3418,                 1.1032,                 1.1469,                0.70496,                0.59793,                0.61109,                0.32618,                 1.6488,                 1.0906,                 1.1967,             9.5021e-05,             9.5021e-05,             9.5021e-05
                     55,                 1.3484,                  1.092,                 1.1412,                0.68542,                0.61257,                 0.6341,                 0.3396,                 1.6422,                 1.0809,                 1.2011,             9.1021e-05,             9.1021e-05,             9.1021e-05
                     56,                 1.3472,                 1.0921,                  1.148,                0.60578,                 0.6723,                0.61762,                0.32887,                 1.6388,                  1.077,                 1.1991,             8.7022e-05,             8.7022e-05,             8.7022e-05
                     57,                 1.3431,                 1.0821,                 1.1443,                0.61342,                0.66664,                0.63671,                0.34672,                 1.6465,                 1.0711,                 1.2073,             8.3022e-05,             8.3022e-05,             8.3022e-05
                     58,                 1.3238,                 1.0676,                 1.1398,                0.60434,                 0.6697,                0.63359,                0.34887,                 1.6452,                 1.0626,                 1.2043,             7.9022e-05,             7.9022e-05,             7.9022e-05
                     59,                 1.3387,                 1.0743,                 1.1433,                0.58938,                0.67095,                 0.6451,                0.35377,                 1.6456,                  1.083,                 1.2041,             7.5023e-05,             7.5023e-05,             7.5023e-05
                     60,                 1.3329,                 1.0531,                  1.136,                0.74507,                0.58216,                0.65181,                0.35884,                 1.6575,                  1.065,                 1.2124,             7.1023e-05,             7.1023e-05,             7.1023e-05
                     61,                  1.314,                 1.0449,                 1.1256,                0.75023,                 0.5877,                0.66223,                0.36478,                 1.6402,                 1.0645,                 1.2046,             6.7024e-05,             6.7024e-05,             6.7024e-05
                     62,                 1.3071,                  1.034,                 1.1251,                0.60449,                0.67854,                0.63618,                0.35058,                 1.6524,                 1.0694,                 1.2135,             6.3024e-05,             6.3024e-05,             6.3024e-05
                     63,                 1.3206,                 1.0436,                 1.1303,                0.73405,                0.59361,                0.66221,                0.36424,                 1.6561,                 1.0618,                 1.2155,             5.9024e-05,             5.9024e-05,             5.9024e-05
                     64,                 1.3005,                 1.0197,                 1.1201,                0.60456,                0.68033,                   0.64,                0.36094,                 1.6619,                  1.061,                 1.2131,             5.5025e-05,             5.5025e-05,             5.5025e-05
                     65,                 1.3016,                 1.0137,                 1.1236,                  0.728,                0.58569,                0.63538,                0.35335,                 1.6711,                  1.065,                 1.2252,             5.1025e-05,             5.1025e-05,             5.1025e-05
                     66,                 1.3617,                0.99515,                 1.1386,                 0.7129,                0.60417,                 0.6248,                0.34005,                 1.6648,                 1.0637,                  1.221,             4.7026e-05,             4.7026e-05,             4.7026e-05
                     67,                 1.3403,                0.96607,                 1.1314,                0.72509,                 0.6019,                0.62903,                0.33763,                 1.6793,                  1.056,                 1.2369,             4.3026e-05,             4.3026e-05,             4.3026e-05
                     68,                 1.3268,                 0.9605,                 1.1293,                 0.7078,                0.60329,                0.62628,                0.34205,                 1.6709,                 1.0579,                 1.2299,             3.9026e-05,             3.9026e-05,             3.9026e-05
                     69,                 1.3171,                0.93614,                 1.1132,                0.62504,                0.63228,                0.62525,                0.34106,                 1.6736,                 1.0493,                 1.2302,             3.5027e-05,             3.5027e-05,             3.5027e-05
                     70,                 1.3209,                0.94196,                 1.1214,                0.71604,                0.60955,                 0.6253,                0.34438,                 1.6743,                 1.0497,                 1.2261,             3.1027e-05,             3.1027e-05,             3.1027e-05
                     71,                 1.3084,                0.92596,                 1.1164,                0.72304,                0.60981,                0.62279,                0.33568,                  1.674,                 1.0492,                 1.2285,             2.7028e-05,             2.7028e-05,             2.7028e-05
                     72,                 1.3052,                0.92441,                 1.1179,                0.72708,                 0.6069,                0.62723,                0.34219,                 1.6806,                 1.0467,                 1.2336,             2.3028e-05,             2.3028e-05,             2.3028e-05
                     73,                 1.2976,                0.91269,                 1.1103,                0.72691,                0.60106,                0.62504,                0.34831,                 1.6805,                 1.0483,                 1.2352,             1.9028e-05,             1.9028e-05,             1.9028e-05
                     74,                 1.2897,                 0.9115,                  1.102,                0.71858,                0.61268,                0.62333,                0.34969,                 1.6797,                 1.0444,                 1.2354,             1.5029e-05,             1.5029e-05,             1.5029e-05
                     75,                 1.2908,                0.90255,                 1.1087,                0.70907,                0.61909,                0.62316,                 0.3465,                 1.6832,                 1.0451,                 1.2383,             1.1029e-05,             1.1029e-05,             1.1029e-05
